text,sentiment
malas pakai shoppe kurrir spxnya bikin malas,negatif
shoope orisinal,positif
uang saldo iklan tahan balikin akun blokir shopee bawa kabur uang,negatif
enak tuh pesan shoppe discountnya free ongkir pokok love love shopee,positif
bijak shopee tangan salah kirim paket repot,positif
membantubanyak support promonya,positif
puasss banget tauuubarang ya bagus bagus,positif
shopee bagus,Positif
aplikasi lumayan berat,negatif
bagus banget beli voucher murah,positif
is the best,Positif
lumayan puas harga ya murah,positif
belanja shopee bikin tagih barang ok harga ok sellernya amanah kurir gercep mantap sukses,positif
oke,positif
game shopee sulit adil mudah,positif
barang salah pesan murahbarangnya,negatif
bebas mes apa,negatif
suka senang belanja shopee harga terjangkaumurah produk pesan muas kualitas tinggal pulau produk pesan,positif
puas blanja,positif
belanja shopee murah cepat ribetsangat mudah,Negatif
tina check out bilang langgar atur aneh aneh,positif
sagat manfaat,positif
alhamdulillah bagus banget puas belanja shopee,positif
belnja mudah repot rumah cocok jam orang jam kerja ya padat mampir toko belnja,positif
suka shopee cepat barang komplit,Negatif
terima kasih shopee,positif
bantu app toko online ribet,negatif
aplikasi the best,negatif
shopee mantap barang ya sesuai,positif
kocak paket gua jalan gadateng,negatif
tab masuk video ngabisin kuota internet deh paket ku mahal,Negatif
bagus jamin,negatif
siiip,Negatif
bintang bicara,Positif
aplikasiiii terbaguss pesan apa pkny the besttttr,negatif
jalan sampai minggu,Negatif
pesan sesuai ekspektasi kurir ramah terimakasih,positif
suka belanja toko orenselain pilihandan gratis,positif
bantu malas rumah ya shopee moga depan ya jaya,positif
bagus poll,Negatif
donlod aplikasi harga murahh,Positif
minnn tambah fitur maps bergerakberjalan kurir proses pengantaranbiar kurir ya anter mana,positif
kacau spx hemat pilih expedisi reguler alhasil paket gagal kirim jual hapus shoppe,Positif
bagus banget paket cepat,positif
paket ya mending tiktokshop,positif
belanja online shopee kecewa,Negatif
bagus cuman bikn sopileter,Positif
depan,Positif
lambat sikit,Positif
shopeemall is the best,Positif
lumyan,Negatif
cepat diskon,positif
praktis muas,positif
gagal belanja shopee kirim ya cepat produksi shopee gagal,Positif
kirim lelet barang stuck tengah jangka kirim sesuai estimasi catat buruk,positif
cepatmurah,Negatif
shoope ya buka aplikasi langsung masuk live streaming buang kuota internet uras daya baterai sih tolong baik atur sesuai toko an,negatif
ok shopee muas,positif
aplikasi bagus performa suka lag jangkau guna baik pelit aplikasi elit performa sulit karyawan phk pajak dikit pas phk karyawan pajak ya kasihan jual layan cs sulit kayak,Positif
mengunakan shopee memuaskanhanya tokony moga depan shopee perhati jual tawar barang palsu ambil tindak,Positif
barang bagus,Positif
mantap suka belanja shopee,positif
mudah belanja jarak,Positif
enak belanja ahoopegampang tuju return,Positif
shope the best,Negatif
shopee indonesia pancen oke,positif
aplikasi mudah juta umat belanja,positif
shope aplikasi bagus rumah kebel apa,negatif
barang jarang sesuai,positif
good apps,positif
shopee mantabbb ide jual,positif
shopee bantu mudah,Negatif
alhamdulilah layan sopibaik muas pelayananya trimakasih,positif
belanja hemat cepat shopee,Negatif
gampang menggunakanya pesanyasukses,Positif
bagus banget layan oke worth,positif
suka belanja murah barang kualitas sesuai harga,positif
shopee ecommerce promo tarik,positif
barang beli amankurir ramah,Negatif
pilih opsi kirim ya sinyal sinyal full,positif
mudah sahaja,positif
shopee bantu baja terkadang kecewa barang kirim sesuai video gambar,positif
percaya kerja shopee bagus percaya kecewa kirim barang sesuai shopee moga percaya,positif
muas belanja shopee kurir ramah,positif
belanja mudah pilihanlebih murah bantu banget trmksh shopee,positif
aplikasi belanja jamin percaya,negatif
barang muas jangkau terima kasih shopee,positif
jadi pusat pembelajanjaan digital suka kalang,positif
belanja cepat murah praktismetode bayar mudah,Negatif
bantu bangetttttlope lopeee shopee,Positif
tangan langgan lambat,positif
percumah spx telat jalan paket ya fungsi ya spx aju kembali dah potong nih konsumen rugi,negatif
shope kirim ya banget malas belanja shope,positif
barang shopee murah riah,positif
pilih kurir,negatif
bagus sih harga aplikasi pas sesuai tambah harga ya,positif
kendala kurir kurir antar alamat salah tolong kurir juta juta kurir bagus rajin ramah suruh jemput barang,Negatif
beli shoppee barang sellernya oke,positif
apk bagus,Negatif
masihblemot dikit over all oke smuaa,Negatif
iklan kayak kogontogol,negatif
terimakasih puas,positif
terimakasih cari barang gampang,Positif
bayar gagal,negatif
lumayan belanja shopee cuman byr dana,positif
mahal banget ongkir ya,positif
pesan mokin ayok pakai sopi biar focer gerat,Negatif
apk bagus murah,Positif
suka deh belanja online,Positif
bantu proses belanja via online,positif
bagus diskon gratis ongkir ya bikin betah lag nyatolong tong baik hp yampe panas cuman buka shopee main gensin panas ya sengaja kasih bintang baca,positif
percaya,positif
apk nya baguscuman pesan korek pakai metode bayar cod ya coba semua toko,negatif
shopee ya basa asih koin,positif
kasih diskon,positif
murah memuaskangk kayak dsebelah,negatif
kemari shopee bladud maksud parah parah ceritain mah rasai,negatif
aplikasi aneh bayar harga beda sumpah aneh,negatif
bagus diskon ya,positif
belanja mudah cepatt shopee,Negatif
shope kirim muter ya kayak mesen lokasi situbondo nyampek jember kirim panarukan situbondo habis jember asembagus situbondo antar jember situbondo langsung antar jember coba,positif
tingkat nilai beli antar,positif
nood bad,negatif
layan ok masalah selesai kasih bntang pesan barang polytron official store barang admin lelet layan buruk kembali dana lamaaa jelas bareng antar balik dana,Positif
shopee manfaat,positif
aplikasi bagus bantu belanja murah jangkau,negatif
apksi bantu muda ok banget pokok wes,positif
aplikasi bagus belanja online,negatif
baiik,Positif
kecewa pesan aplikasi shopee terimakasih ya,positif
foto barang ya manfaat mumet,positif
shopee pokok kecewa,Positif
neng muas,positif
bantu,Negatif
belanja shopee,Positif
moga shopee sukses barang bagus,positif
aplikasi shopee diskon besar gerat ongkir,Positif
alhamdulillah belanja shopee ongkir gratis terima kasih shopee,positif
unik disien nylumayan kokohtenks layan ya,positif
maaf ya kasih bintang ya mahal idk gratis ongkir ya shopee aduh hai,positif
diragukn order shopee bikin kecewa,Positif
muas bantu belanja bantu,positif
woy min gue saran nih aplikasi rangin tuh praaplikasinya banget pisah pisah analisis ku guna shopee hpnya cepat panas lag aplikasi shopeenya langsung baik min aplikasi ecommerce lancar min moga notif admin notif tolong min bantu ig aysselyid,Positif
pakai shopee rumah panas tinggal duduk cantik rumah,positif
shoppe mudah,Positif
nyaman belanja shopee banding,positif
mudah paham,Negatif
mantaf kirim cepetkurir ramah,positif
inti cinta banget aplikasi shopee nya,Negatif
shopee bagustambah jayaa,Negatif
terima kasih shoppee belanja amanlancar,positif
mantap,positif
layan shopee top markotop siiiippppppppp,positif
bagus,Negatif
terima kasih shopee kasih voucher belanjadan kirim oke,positif
cepat kirim ongkir gratis kadang sesuai gambar order terima barangnyatetap bagus,positif
nice star murah promo gratis ongkir ya sayang aplikasi ngelag kak berat malas belanja ngelag notif ober ganggu ngt kerja mbak ya aga berat ram review ya moga enteng aplikasi ya,positif
shopee isthebest,Positif
shoppee mantap,positif
shopee percaya kecewa sukses shopee,positif
hebat top banget,positif
tingkat layan tammbah succes,positif
mudah belanja murah harga,positif
kecewa shopee,Negatif
mudah shopee modus hehe,negatif
senang memakain shopee belanja murah kualitas bagus,positif
sutarmi berkah barokah shopee,positif
suka shopi,Positif
belanja mudah gampang as game ya,positif
amanah,positif
suka aplikasinyapengiriman barang minggu,Positif
kirim lelet nomer kurir antar paket rumah ya nanyain barang dimna jalan kemna kurir ya banyak nongkrong,positif
suka banget belanja dishopee the best pokok,positif
bagus belanja onlinecuman gadang waktukadang majutgl maju maju tanggal,negatif
manfaat bantu beli butuh,Positif
kurir spx payah,Positif
shopee jasa kurir ya banyak lambat kadang pesan produk shopee iya checkout langsung proses cepat krim minus ya layan kurir ya menghabat terkadang pesan ya tuju makan minggu,positif
tks shopee,Positif
game ya main tau masalh dah upgrade dah hapus download,negatif
keren sih barang tipis baju ya gelok gelok,positif
produk produk kualitas kurir amanah,positif
aplikasi shopee oke banget,positif
mantap shope,positif
puas belanja shopee,positif
wahyu malas,Negatif
muas,positif
min shopee sih update barang terang pelihara system kesini buruk shopee,Positif
bagus hati hati pilih barang ya guys pasti pilih orisinal walapun produk lokal ku kecewa jadilahpembeliyangbijak,positif
apk ya bagus suka,positif
tahan,Negatif
bagus banget,positif
bantu,Negatif
aplikasi berat kalah game berat gue aplikasi belanja bikin hp ngelag isi gue balikin aplikasi bikin,negatif
bantu butuh,negatif
mantapppp josss,Negatif
turut bagus banget,Negatif
belanja mudah murah shopee bantu cari barang butuh hari,negatif
sajasetiap buka shopee live video berandamengganggu bikin nyaman,positif
cinta shopee,Negatif
buruk kirim shopee paket kali antar kunjung ekspedisi spx tolong tingkat tanggung kecewa langgan tolong shopee status paket antar kasih nomor kontak kurir nama kurir biar langsung kurir antar tunggu apk belah no kontaknama kurir shopee payah,positif
suka banget good luck ya,positif
shopee bantu mudah,Positif
mantap shopeee,positif
akun beku mantap,positif
aplikasi jelek fitur shopeefoodnya tunggu baik fiturnya jam jam tunggu cancel,negatif
tunjuk kerja kerja sopan kerja senang konsisten kerja kerja utama,positif
suka banget mesen barang,positif
chek bayar paling toko belah,negatif
suka ya banayk barang barang murah beli,positif
ya kirim masak jakartaaa,positif
mudah simpel,positif
shopee cekout ya,positif
suka belanja shopee harga murah kualitas murah top markotop shopee,positif
paket retur kurir cuti bayar rugipadahal paket nyampefitur cod non aktif otomatis pesan brng turun tanah anak shoope freak makan telusur salah customer apa pesan tunggu tanggal pas cek retur efek kurir cuti rugi barang tambah rugi cod,negatif
josss,Negatif
good good,positif
plis shopee tolong beda chat akun beli chat akun jual,positif
mantap surantapsangat bantu pribadi belanja butuh,Negatif
fitur cod ya,positif
puas belanja shopee gerat ongkir diskon nyaproduknya kualitas bagus terimakasih moga shopee depan sukses,positif
belanja onlen,Negatif
suka ya,positif
buset kirim shopee banget semenjak jasa kirim juta hapus,positif
suka banget aplikasi,Positif
terima kasih shopee barang bagus anak suka,Negatif
tahan layan,Positif
diskon gratis ongkir,positif
alhamdulillah layan shopee bagus puas,positif
ragu beli gaes,negatif
barang sesuai peran,positif
oke,positif
aplikasi shopee bagus majutingkatkanterus promo tarik kwalitas barang bagusdanmenarikserta gratis ongkir ya dukung efisiensi anggar sasar dukung indonesia maju juang tiada,positif
lacak paket shopee tera alamat paketdi hubungin kurir shopee spx tukang antar pesan chat customer shopee besok situ shopee blokir beli shopee inikarna tolak pesanansusah sih,negatif
barang sempurna bagus muas pokok ya top kaleng kaleng,positif
bantu masyarakat,Negatif
shopee gampang belanja tunggu antriancukup duduk manis rebah belanja puas duit,positif
rekomendasi garansi,Positif
rek komen det,Negatif
aplikasi marketplace terbaikdan pilih jenis jasa kirim,Positif
nyaman moga barang palsu,positif
layan,Positif
ook banget,positif
sayang shopee muach,Positif
coba belanja tiktok tau jasa nomor pesan paket,positif
suka belanja shopee suka buka apk tmpilan video short bikin hp ngelag suara video tolong baik,Negatif
buruk,negatif
bantu sesuai harap goodjob,positif
kecewa belanja shopee muas,positif
guna diskon,positif
jozz,Negatif
shopee the best,Negatif
kirim lambat milik toko ramah kotor,positif
aplikasi belanja bagus muas,Negatif
harga etalase cowok beda,Positif
barang ya murah murah vocer bikin barang beli murah bahan ya kualitas gagal beli shopee jempol shopee,positif
antar barang jaga,Negatif
mudah cari butuh pilih agam kualitas ok,Positif
mudah butuh hidup,negatif
main ganggu iklan shopee ya asli apa iklanya,Positif
mudah sedia perlu butuh baik ya shoope,positif
jangkau kualitas,positif
aman,Positif
pengaktfan shoppeeplay tolong mudah trmksh,Negatif
harga produk jangkau kwalitasnya,positif
aplikasi bagus mantap,Positif
puas belanja shoppe amanah,positif
bantu belanja pasar butuh desak,negatif
shopee sistem pembayarn cod kak kemarin bida,negatif
layan jual cepat gilir jasa kirim id express ampun super duper lelet barang tahan gudang hari paket makan basi terkadang hilang mana jasa expedisi pakai shopee id express expedisi buruk buruk,positif
muas ringan malas rumah belanja rebah penting terima kasih shopee love kebon,positif
kecewa shopee kembali dananyaa balikin sekalikecewa beratt nominal lumayanini nama tipu laporin wajib,negatif
enak mudah kembali mudah,Negatif
bagus banget,positif
bagus banget,positif
bagus aplikasi,negatif
bagus barang pesan bagus gambar,Positif
kurir nyapesanan sampaidi aplikasinyasaya mereturnpesananpadahal pesan terima area mustika jaya bekas,positif
bagus and murah banget coy,positif
andai shoope bayar dana auto sungkemm shoopeeeee,positif
mudah belanja online,Negatif
pakai shopee hemat aplikasi baik,negatif
cod,Negatif
belanja pergi toko pakai shopee indonesia repotrepot kirim ya cepat bonus baik,positif
aplikasi kirim lambat,positif
bagus,Negatif
okk lets go jhon,Negatif
bagus,Positif
nice shop online,positif
belanja bantu,Positif
jengkel terima barang sesuai,positif
belanja shopie,Positif
mantap masalah antar kurir ya moga depan kurir amanah antar tuju,positif
top markotop,positif
shope aplikasi bagus beli barang produk,Positif
shopee bantu belanja promonya murah,Negatif
jujur adayang bohong,negatif
transaksi fleksibel,positif
sukaaaaaaaakk,Positif
josss mantaapp,Positif
shopee the best promonya gratis ongkirnya harga shopee jangkau layan bagus sukses amanah,positif
cepat kirim,positif
aplikasi no tipu,negatif
bagus,Negatif
manfaat,positif
belanja shopee gratis ongkir diskon persen,positif
shopee baik,Negatif
beli dimanjain pikir jual,positif
banyak video,Negatif
mantap bos,positif
trauma gue pakai shopee pesan paket tanggal kirim tanggal ngotak,Positif
tolong shopee food laku sop sat antar makan driver pacar kali antar sopan kasih pergi nganter orang ramah,Positif
ngiklan sensual buka pinterest iklan ente tawar alat kencing wanita lurus gambar ya,Positif
mudah murah,Negatif
shopeeselalu mudah,Negatif
bantu ragat gl kotak,negatif
diskon ongkir beli beli setia beli barang shopee ongkir mahal banget turunin,positif
aplikasi belanja online manfaat,Negatif
belanja online murah tarik,positif
barang sesuai pesan muas pokok recomended banget deh,positif
kali rasa proses pick up barang makan ambil,negatif
mohon maaf admin tolong baik kurir kirim spx tunda kirim paket sobek cek kurir,positif
pitstop motorindo joss,Positif
kecewa shopee kirim ya minggu estimasi ya jarak an bug aplikasi ya jasa kirim shopee xpress ya perhati kerja ya peduli barang milik orang pakai aplikasi belah bug kirim,positif
shopee duli langgan,positif
fitur verifikasi wajah hilang ku kasih bintang fitur login,Positif
cod ya aktivin ya,positif
belanja mudah toko amanah,positif
bagus murah,Negatif
laku kurir mu jelek,negatif
bagustapi kurang,negatif
sayang banget spaylater bayar item dana biar tumpuk dana kepake dar masuk spaylater bayar item biar enak,negatif
maju teknologi aplikasi mudah belanja,negatif
sedia barang perlu apa sesuai butuh,positif
suka dweh shoppe ya cepat barang barang ya bagus bagus bagis barang ya murah murah,positif
ubah no hp susah bangetpadahal no pakai,negatif
apk bagus,Negatif
kwalitas produk sesuai pesan shopee online shop baik thanks shopee,positif
puas layan,positif
layan expedisi enak udel batal pesananpengiriman muncul tunggu jam sgnitdk munculujungnya beli kirim ulangpdahal kirim batal pesan expedisipembatalan ujung bilang membatalkanakhirnya cod codi blokir shopeekecewa pakai aplikasi jangka,negatif
kirim shopee later telat langsung kena denda barang estimasi cuman voucher ribu belanja,positif
bagus ngecewain terimakasih,positif
belanja mudah nyaman,positif
topp,Positif
puas shopee terimakasi hanyak shopee,positif
barang sesuai gambar produk nya,positif
puas pakai shope terima kasih sophie,positif
gus bagus jos,Negatif
admin soppee tolong masuk apk sopeenya tolong muncul vidio orang promosi barang harga hp hp ram rendah penuh simpan macet loh hp ya ngestagtolonglah min,negatif
tingkat kwalitasnya fiturnya,positif
bagus,Negatif
keren pokok,Positif
the best pokok wajib beli mini game ya,positif
mantap percaya good job,positif
shopee maju banding tokopedia,Positif
suka ya,positif
puas belanja shopee,positif
kasih bintang dehsoalnya bagus barang butuh sedia,Negatif
mudah blj shopee barang ya original tks shopee sukses shopee ya,positif
mudah belanja apa beli barang sesuai amanah pokok ya bagus,positif
suka,Positif
suka banget mudah belanja,positif
kirim barang banget minggu maju kirim jelek banget jasa kirim mentang gratis ongkir banget sampenya,positif
kirim cepatkurir ya ramah,positif
aplikasi mudah proses belanja online rumah,positif
aman nyaman murah cepat tenang,positif
mantab suka,Negatif
barang pes kadang sesuai promosi,positif
voucher ya,positif
alamat fitur cod sih gue buka fitur cod tolong baik,Positif
sampah promo pakai,Negatif
transaksi mudah,positif
mudah unt cari belanja shopee kirim pulau mudah relevan unt ya sukses shopee barang bagus alhamdulillah saller amanah,positif
sayang puas,positif
bantu pokok,Negatif
tlong follow spaylater blanja tuju,Positif
bantu praktis,positif
amanah,positif
bagus uang,Negatif
spuas,Negatif
mudah aman cepat,Positif
suka promonya mudah menggunakanya suka shopee,Positif
barang sesuai pesan langsung coba mantap berfungsing bagus,positif
kurir ramahpengiriman cepat,Negatif
belanjan shopee mudah murah aman,Negatif
barang baguspuas banget,positif
belanja akurat,Positif
bagus,Negatif
bantu alhamdulillah,positif
mudah belanja online toko merespon kirim cepat jadwal kurir antar ramah,positif
aplikasi lumayan nilai jasa kirim kurir fitur chat kurir buka kurir kurir chat beli hubung kurir kendala apa tolong batas konsumen mengbubungi kurir sedia no kontak kurir hubung kontak kurir kantor wajib minimal cantum no wa nama kurir,positif
cari barang mudahmurah cepat,negatif
puas belanja shoppee,positif
suka barang ya,positif
belanja mudah,Negatif
percaya,positif
mantap suka aplikasi shopee,Negatif
bagusmantap,Positif
belanja mudah barang sesuai,positif
bagus banget suka,positif
muantap bagat n kruen banget nean pokok nye,positif
barang bagus,Positif
suka belanja shopee,Negatif
laur,negatif
is the best,Negatif
barang shopee bagus pokok kali puas deh belanja shopee murah,positif
mudah belanja kaum malas rumah,Positif
shopy percaya,positif
sukses admin admin shoppe,positif
suka belanja shoope,Negatif
like,Positif
tarik aspek barang harga,positif
suka belanja,Positif
barang pes sesuai kirim ok,positif
aplikasi buruk jual filter jual orang tipu bertanggungjawab,Negatif
jasa kirim ya pilih paket instan ya padalan beli ya daerah,positif
suka belanja shopee cepat murah amanah,positif
bagus bantu,Positif
bagus bantu,Positif
error,negatif
layan amanah,positif
barang sesuai,positif
lmantap,Positif
pesan barang,Positif
pmbelanjaan,Positif
mantap,positif
kirim kopi nescafe botol kaca remuk kopi campur kaca rugi kecewa,Negatif
matur nuwun,Positif
pesan muas,positif
tonton live koin lumayan ngurangin uang belanja,Negatif
sayang akhirakhir jasa kirim spx lambat kirim jasa kirim cepat,positif
shopee mantap,positif
fine,positif
shopee keren,Positif
ok mudah belanja hemat trimakasih shopee,positif
sanggaaat bagussd,Negatif
kirim kualitas barang bagus,positif
suka banget shoppe,positif
aplikasi bagus,negatif
banyak iklan ngelag,Positif
belanja mudah harga murah riah,positif
kirim nya gerak,positif
mntul promonyawalpun kadang suka ngelag,positif
gercep,Positif
banyak sih amanah toko sesuai order moga amanah,positif
barang kirim real sukses shopee indonesia,positif
ongkir murah minus kau,negatif
shopeefood best deal harga mknn trnyat pas payment hrga mknnya langgan vocher best deal paham maksud beli byr uang pas kembali uang tolong ya shopee affiliate makain tutun uang tau mana,positif
amanah keren,positif
bagus nntebal,Negatif
kekmana ya masak ecek kirim pencet tolong baik ya,positif
bagus layan cepat,Positif
bayar mudah promonya,Positif
download,Positif
pokok mantap breee,positif
top banget,positif
bagus barang moga manfaat berkah amin amin amin,positif
tingkat promonya disconnya banyak,positif
kirim lambat jnt jasa kirim,positif
rekomindit,Positif
pokok keren mantap terima kasih shopee bantu beli beli,positif
mantap shopee tolong cod aktif,positif
shope bot,negatif
mantabbb mokasih kerjasamanya,Negatif
hapus biaya layanangak gunakorupsi kali juta penguna untung hari,Negatif
busuk love lu shopee,negatif
maaf bintang kirim,positif
barang ya sesuai pesan kurir ramah andal,positif
shopee its ok,positif
suka mudah belanja,Negatif
shopee bubble kayak sampah ya berlian dituker koin tuker berlian koin hari koin formalitas habis cek jam,negatif
barang bagus puas layan,positif
sukses,positif
bantu kalanganokee,Positif
harga murah murah,positif
sesuai ekspektasi,positif
aplikasi ya bagus murahmurah gratis ongkir minus ya kirim kota semenjak kirim spx,positif
aplikasi eror ketuk susah baik mudah cerna aplikasi shopee ya,negatif
alhamdulillah bahan sampay bagus produk ya,positif
verifikasi keman ya sulit member login pakai password verifikasi pakai link fungsi sandi rubah nomer hp ngisi form pakai foto ktp verifikasi wajah aman kayak sulit,positif
top bagus cepat koin,positif
aplikasi baik,negatif
mantap sekaligas promonya,positif
vagus,Negatif
produk tarik tawar bayar agam spaylater cod kirim aman lancar,positif
aplikasi belanja baik,negatif
singkatmurah,Positif
mantap terima kasih,positif
ongkirnya murah,Negatif
alhamdulillah brngnya realcepat pngirimannyakurirnya ok,positif
belanja murah shopee,Positif
bagus banget aplikasi manfaat belanja,positif
tau ya aneh saldo shopee rbu tbtb potong biaya google play store langgan kecewa,positif
apk nya bagus barang pesan sesuai gambar,positif
aplikasi okee potong admint pajak kbanyakan,negatif
shopee belanja mudah,Positif
love you shopee,Positif
ngabisin kuota buka aplikasi masuk live video,negatif
barang rekomendasi kesan bagus,Positif
senang blanja dishopeesmunya sesuai,positif
cepatdan mahal,positif
toko ya nakal sistem toko beli peleh toko ya komplen lambat engak sesuai tipu ya,positif
bantu belanja,Negatif
pesan sesuai jadwal,positif
puas belanja,positif
paket terima,positif
respon ya cepatserta kurir ramah,positif
bantu beli cari belanja favorit murah,negatif
buka shopee gambar ya,positif
barang nya kecewa kurir nya ramah barang,Negatif
kirim ya tunda tunda wafat,positif
tingkat layan,positif
aplikasi akun gua daftar gua login verifikasi wajah gua gagal verifikasi wajah sinyal bagus hp ram kamera mp aplikasi turun aplikasi shopee dont like,negatif
apk sangad ber manfaat uji iman kuat chek out,positif
tingkat,positif
okk bagus banget woii,positif
shopeee gooooooddddd,Negatif
barang jual murah toko layan cod,positif
apk shopee aman percaya belanja simpan uang pinjam jugasukses shoppe,Negatif
suka banget,positif
suka,Positif
aman aman,Negatif
belanja shoppy puas ya,positif
shopee,Negatif
bagus amanah,positif
ok sesuey trim,positif
ya kirim shopee telat kecewa,positif
mntaff,Positif
shoope beli barang online bagus terpercayaharga murah banding toko online lainnyapertahankan kualitas kerja ya,positif
download shopee virus ya banget muncul iklan,positif
ajar online tulis ya sms ajar lengkap pesan tulis konfirmasi,positif
iklanya ganggu,negatif
mantap,positif
kain adem ukur sesuai sukses,positif
layan,Negatif
bugpesenan hilang aplikasi asa berat bangetbenerin bug ya ganggu banget tambah kerja doang,positif
recomended,Negatif
spx lot,negatif
belanja online shopee memuaskansaya suka toko ya amanah,positif
sipmantap,Negatif
belanja mudah n murah,Positif
omg,Negatif
sip,Negatif
terima kasih barang ya,positif
eehh shopee banyak tawarin halu costumer promo promo notifikasi jelascuma bonus perak paham,positif
memudahlan belanja online rumah hp tinggal pencet order tinggal tunggu barang shopee mantap saran terkadang apk ya ngelekk,positif
mantappppp,Negatif
shopee sarana belanja ok yuk belanja shopee katagori platinum paylater rp spinjam gegas unduh aplikasi,positif
kirim cepat lelet kemas tanggal tangal,Positif
bantu cari barang barang butuh,negatif
enaka banget pakai shopee gc ribet,Negatif
sukses shopee,positif
sangar mu askan,Positif
mantabbb,Positif
shopee barang bagus kurur t antara,Negatif
dang aplikasi sopee ina bantu,negatif
bantu,Positif
shopee amanah,positif
bantu belanja,Positif
discon,Negatif
bantu cod cepat kurir ramah sukses,positif
sip mantap,positif
bantu shoppie mes barang jual barang sesuai murah cod cek,positif
moga shoee semangkin suksesdan semangkinmaju,positif
terimakasih shopee pinjam tuju tinggal splater semogah shopee tuju splater beli setia,Positif
bantu saudara,Negatif
shopee diinstal hilang,Negatif
respon,positif
belanja shopee mudah muas langgan hati hati salah pilih barang toko ya,positif
banyak lu on timeline kirim,positif
mudah,Negatif
kecewa data bobol terima paket tampa pesan tolong lindung privasi penguna,positif
lele isi pulsa,negatif
oke mantap markotop,positif
mantap,positif
puas belanja shopee harga jangkau kirim cepat kualitas bagus,positif
good aps,positif
makasii,Positif
sangatt bagus broo,Negatif
mudah produk butuh mudah cari produk,Negatif
langgan barutapi percaya shopee baik,positif
shoope ajip mantab kir cepat,Positif
sesuai cekout,positif
mesan kembali barang oke cuman masalah apda jasa pengirimsn mohon shopee tingkat aman amanah ya sortir barang barang hilang mohon terang transparansi ya paket sortir status paket hialng perhati ya ucap terima kasih,positif
pesan barang estimasi,Positif
layan bagus muas,positif
josjis,Negatif
layan shopee,Positif
belanja mudahbarang shopee mal kualitas oritp sesuai beda barang,positif
terima kasih layan bagus,positif
mohon bijak tingkat jual batal pesan alas salah cantum harga harga beli hasil promo event flassale kemarin eh pas proses kirim batalin jual alas salah asih harga iklas kasih potong harga bikin orang kesel bela bela tunggu promo eh hasil batalin amanah,positif
manfaat guna orang,positif
memuwaskan,Negatif
sih ok,positif
ribet banget gila login doang mesti pakai qr code hp akses nomor hp email loh sulit banget orang hpnya rusak,positif
recomended kirim cepat aman,positif
blanja mudahdn harga sesuai kwalitas barang orderanterbaik,positif
gratis ongkir,positif
aplikasi spx ya baik paket lambat kirim paket penyok salah satu paket aki penyok pakai rugi tanggung unboxing pakai video,positif
senang belanja shopee murah gratis ongkir,positif
mesen barang ya pakai kirim cepat,positif
the best,Negatif
ter bantu,Positif
barang sesuai pesan harap,positif
gudddddddd,Negatif
great,positif
amanah,positif
bgusss kondusif,Negatif
god job,Negatif
bagus,Negatif
barang jual murah voucher gratis ongkir,positif
puas layan shopee,positif
pokok joss,Negatif
apk bantu beli jual barang mudah orang beli barang daerah beli shopee kali beli shopee alami tipu barang sesuai alhamdulillah jual amanah percaya,positif
mudah akurat,Negatif
harga murah murah,positif
ya cepat banget lupa ya,positif
mudah diandalkandipercaya,Positif
manusia erti sistem cod barang sesuai kurir marah tugas kurir antar paket,Positif
mantap shopyy,positif
tolong antar tindak lanjutipaket paket lacak pesan tolak beli kembali penjualpadahal rmah,Negatif
bagus layan mantap,positif
shopee mudah,Negatif
aplikasi ya lambat kali refresh harap tingkat aplikasi ya pakai lambat,positif
service layan tingkat customer bos,positif
barang kadang ngotak,positif
mantaaaaaapppp,Positif
salut benah segi kirim,Negatif
senang puas,positif
shoopy is the best,Positif
mantap layan murah,positif
okesih,Positif
abott banget sih aplikasi iki lauwemot,Negatif
terima kasih shoppeeeee,positif
belanja online baik,Negatif
aplikasi mya jelek lot iklan,negatif
mudah belanja shopee,Negatif
shopee is the banget,positif
suka aplikasi shopee,negatif
goodlah,Negatif
jos gandos,Negatif
barang ya bagus,positif
puas layan simpel terima kasih shopee moga jaya,positif
suka,Positif
puas lagan n hapus jual tipu jaga loyalitas kualitas,positif
ok banget,positif
puas aplikasi shopee,Negatif
mantap pesan shopee,positif
suka appk sophy,Negatif
suka shopee,Negatif
promo ya paket ya cepat,positif
belanja shopee pakai jasa kirim jnt cargo minggu jakarta bogor estimasi ubah kali ubah komplen dengerr,positif
trimksih shoppe,Positif
kirim lamban kali kirim estimasi kirim vocher,positif
shopee alamat tuju kirim alamat,positif
okk,Positif
mantapss,Positif
toko bikin puaasss terima kasih mu order aahhh,positif
bagus banget,positif
bantu,Negatif
harga beda apk,Positif
shopee pokok of thebes deh terima kasih shopee,positif
barang sesuai nya kurir ramah barang pesan sesuai ekspektasi,positif
senang belanja shopee terima kasih shopee,positif
shopi bagus cari shopee later lolos,negatif
service instan jam pesan esok hari voucher gratis ongkir rp ganti lambat sistem,positif
shopee tangan customer barang ya,positif
tampil hp lot,negatif
belanja percaya diskon,positif
mudah belanja cod,Positif
pakai shopee ongkir mahal gratis ongkir terimakasih mudah belanja,positif
murahterjangkautidak ribetmemuaskan,Positif
alhamdulillah shopee wujud terima kasih shopee,positif
belanja harga murah kualitas bagus,positif
shopee baik shopee depan,Negatif
kirim ekspedisi benerlamaa banget paket stuck situu,positif
belanja mudah shopee,Negatif
bagus responnyatapi kadang lodingnya buka apl ya,positif
