Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-09 14:02:46,Pengguna Google,5,sangat puas dengan pelayanan shopee,sangat puas dengan pelayanan shopee,sangat puas dengan pelayanan shopee,sangat puas dengan pelayanan shopee,"['sangat', 'puas', 'dengan', 'pelayanan', 'shopee']","['puas', 'pelayanan', 'shopee']",puas layan shopee,positif
2025-07-09 14:02:34,Pengguna Google,5,Keren bs mempermudah pemenuhan kebutuhan saya dan keluarga 🙏😊,Keren bs mempermudah pemenuhan kebutuhan saya dan keluarga ,keren bs mempermudah pemenuhan kebutuhan saya dan keluarga ,keren bisa mempermudah pemenuhan kebutuhan saya dan keluarga,"['keren', 'bisa', 'mempermudah', 'pemenuhan', 'kebutuhan', 'saya', 'dan', 'keluarga']","['keren', 'mempermudah', 'pemenuhan', 'kebutuhan', 'keluarga']",keren mudah penuh butuh keluarga,negatif
2025-07-09 14:00:29,Pengguna Google,1,lama paket syaa datang. dan banyak kendala,lama paket syaa datang dan banyak kendala,lama paket syaa datang dan banyak kendala,lama paket syaa datang dan banyak kendala,"['lama', 'paket', 'syaa', 'datang', 'dan', 'banyak', 'kendala']","['paket', 'syaa', 'kendala']",paket syaa kendala,positif
2025-07-09 13:58:19,Pengguna Google,5,"barang ny tidak mengecewakan , kurir ny ramah , barang dtg tepat waktu",barang ny tidak mengecewakan  kurir ny ramah  barang dtg tepat waktu,barang ny tidak mengecewakan  kurir ny ramah  barang dtg tepat waktu,barang nya tidak mengecewakan kurir nya ramah barang datang tepat waktu,"['barang', 'nya', 'tidak', 'mengecewakan', 'kurir', 'nya', 'ramah', 'barang', 'datang', 'tepat', 'waktu']","['barang', 'nya', 'mengecewakan', 'kurir', 'nya', 'ramah', 'barang']",barang nya kecewa kurir nya ramah barang,Negatif
2025-07-09 13:57:38,Pengguna Google,5,shopee terpercaya saya g pernah kecewa.. sukses selalu shopee,shopee terpercaya saya g pernah kecewa sukses selalu shopee,shopee terpercaya saya g pernah kecewa sukses selalu shopee,shopee terpercaya saya tidak pernah kecewa sukses selalu shopee,"['shopee', 'terpercaya', 'saya', 'tidak', 'pernah', 'kecewa', 'sukses', 'selalu', 'shopee']","['shopee', 'terpercaya', 'kecewa', 'sukses', 'shopee']",shopee percaya kecewa sukses shopee,positif
2025-07-09 13:57:38,Pengguna Google,5,"Sudah upgrade ke versi terbaru ttp aja lemot,bahkan error,apalagi kl live,macet parah,kadang mau co aja susah, perbaiki min aplikasi nya jangan begitu begitu aja slalu kecewa pake aplikasi ini",Sudah upgrade ke versi terbaru ttp aja lemotbahkan errorapalagi kl livemacet parahkadang mau co aja susah perbaiki min aplikasi nya jangan begitu begitu aja slalu kecewa pake aplikasi ini,sudah upgrade ke versi terbaru ttp aja lemotbahkan errorapalagi kl livemacet parahkadang mau co aja susah perbaiki min aplikasi nya jangan begitu begitu aja slalu kecewa pake aplikasi ini,sudah upgrade ke versi terbaru tetap saja lemotbahkan errorapalagi kalau livemacet parahkadang mau cowok saja susah perbaiki min aplikasi ya jangan begitu begitu saja selalu kecewa pakai aplikasi ini,"['sudah', 'upgrade', 'ke', 'versi', 'terbaru', 'tetap', 'saja', 'lemotbahkan', 'errorapalagi', 'kalau', 'livemacet', 'parahkadang', 'mau', 'cowok', 'saja', 'susah', 'perbaiki', 'min', 'aplikasi', 'ya', 'jangan', 'begitu', 'begitu', 'saja', 'selalu', 'kecewa', 'pakai', 'aplikasi', 'ini']","['upgrade', 'versi', 'terbaru', 'lemotbahkan', 'errorapalagi', 'livemacet', 'parahkadang', 'cowok', 'susah', 'perbaiki', 'min', 'aplikasi', 'ya', 'kecewa', 'pakai', 'aplikasi']",upgrade versi baru lemotbahkan errorapalagi livemacet parahkadang cowok susah baik min aplikasi ya kecewa pakai aplikasi,negatif
2025-07-09 13:57:27,Pengguna Google,5,sangat menguntungkan karena bisa beli apa aja dan dari mana aja tanpa jauh2 datang sendiri,sangat menguntungkan karena bisa beli apa aja dan dari mana aja tanpa jauh datang sendiri,sangat menguntungkan karena bisa beli apa aja dan dari mana aja tanpa jauh datang sendiri,sangat menguntungkan karena bisa beli apa saja dan dari mana saja tanpa jauh datang sendiri,"['sangat', 'menguntungkan', 'karena', 'bisa', 'beli', 'apa', 'saja', 'dan', 'dari', 'mana', 'saja', 'tanpa', 'jauh', 'datang', 'sendiri']","['menguntungkan', 'beli']",untung beli,Positif
2025-07-09 13:56:24,Pengguna Google,5,baguss banget,baguss banget,baguss banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,positif
2025-07-09 13:56:22,Pengguna Google,5,sangat sangat memuaskan dan membantu kita untuk tidak terlalu jauh berbelanja 🥰🥰🥰🥰🥰🥰 sangat membantu,sangat sangat memuaskan dan membantu kita untuk tidak terlalu jauh berbelanja  sangat membantu,sangat sangat memuaskan dan membantu kita untuk tidak terlalu jauh berbelanja  sangat membantu,sangat sangat memuaskan dan membantu kita untuk tidak terlalu jauh berbelanja sangat membantu,"['sangat', 'sangat', 'memuaskan', 'dan', 'membantu', 'kita', 'untuk', 'tidak', 'terlalu', 'jauh', 'berbelanja', 'sangat', 'membantu']","['memuaskan', 'membantu', 'berbelanja', 'membantu']",muas bantu belanja bantu,positif
2025-07-09 13:54:12,Pengguna Google,5,good job👍,good job,good job,good job,"['good', 'job']","['good', 'job']",good job,positif
2025-07-09 13:54:03,Pengguna Google,1,"Aku sudah lama belanja di shopee, tapi kenapa akhir-akhir ini saat mengajukan pengembalian barang harus menunggu persetujuan dari penjual, sedangkan banyak penjual nakal yang tidak amanah dan menolak pengajuan pengembalian barang dari si pembeli. Tolong dong jangan seperti ini, Lama-lama jadi malas belanja disini karena dipersulit saat pengajuan pengembalian barang.",Aku sudah lama belanja di shopee tapi kenapa akhirakhir ini saat mengajukan pengembalian barang harus menunggu persetujuan dari penjual sedangkan banyak penjual nakal yang tidak amanah dan menolak pengajuan pengembalian barang dari si pembeli Tolong dong jangan seperti ini Lamalama jadi malas belanja disini karena dipersulit saat pengajuan pengembalian barang,aku sudah lama belanja di shopee tapi kenapa akhirakhir ini saat mengajukan pengembalian barang harus menunggu persetujuan dari penjual sedangkan banyak penjual nakal yang tidak amanah dan menolak pengajuan pengembalian barang dari si pembeli tolong dong jangan seperti ini lamalama jadi malas belanja disini karena dipersulit saat pengajuan pengembalian barang,aku sudah lama belanja di shopee tapi kenapa akhirakhir ini saat mengajukan pengembalian barang harus menunggu persetujuan dari penjual sedangkan banyak penjual nakal yang tidak amanah dan menolak pengajuan pengembalian barang dari sih pembeli tolong dong jangan seperti ini lamalama jadi malas belanja disini karena dipersulit saat pengajuan pengembalian barang,"['aku', 'sudah', 'lama', 'belanja', 'di', 'shopee', 'tapi', 'kenapa', 'akhirakhir', 'ini', 'saat', 'mengajukan', 'pengembalian', 'barang', 'harus', 'menunggu', 'persetujuan', 'dari', 'penjual', 'sedangkan', 'banyak', 'penjual', 'nakal', 'yang', 'tidak', 'amanah', 'dan', 'menolak', 'pengajuan', 'pengembalian', 'barang', 'dari', 'sih', 'pembeli', 'tolong', 'dong', 'jangan', 'seperti', 'ini', 'lamalama', 'jadi', 'malas', 'belanja', 'disini', 'karena', 'dipersulit', 'saat', 'pengajuan', 'pengembalian', 'barang']","['belanja', 'shopee', 'akhirakhir', 'mengajukan', 'pengembalian', 'barang', 'menunggu', 'persetujuan', 'penjual', 'penjual', 'nakal', 'amanah', 'menolak', 'pengajuan', 'pengembalian', 'barang', 'sih', 'pembeli', 'tolong', 'lamalama', 'malas', 'belanja', 'dipersulit', 'pengajuan', 'pengembalian', 'barang']",belanja shopee akhirakhir aju kembali barang tunggu tuju jual jual nakal amanah tolak aju kembali barang sih beli tolong lamalama malas belanja sulit aju kembali barang,negatif
2025-07-09 13:53:06,Pengguna Google,5,mantap mantap produk nya,mantap mantap produk nya,mantap mantap produk nya,mantap mantap produk ya,"['mantap', 'mantap', 'produk', 'ya']","['mantap', 'mantap', 'produk', 'ya']",mantap mantap produk ya,positif
2025-07-09 13:50:12,Pengguna Google,4,Sangat puas,Sangat puas,sangat puas,sangat puas,"['sangat', 'puas']",['puas'],puas,positif
2025-07-09 13:48:40,Pengguna Google,3,Cod cek dulu susah,Cod cek dulu susah,cod cek dulu susah,cod cek dulu susah,"['cod', 'cek', 'dulu', 'susah']","['cod', 'cek', 'susah']",cod cek susah,negatif
2025-07-09 13:47:50,Pengguna Google,5,shopy oyee,shopy oyee,shopy oyee,shopy oyee,"['shopy', 'oyee']","['shopy', 'oyee']",shopy oyee,Negatif
2025-07-09 13:47:26,Pengguna Google,5,mantapp aplikasi nyaa belanja jadi gampang murah cepet,mantapp aplikasi nyaa belanja jadi gampang murah cepet,mantapp aplikasi nyaa belanja jadi gampang murah cepet,mantap aplikasi nya belanja jadi gampang murah cepat,"['mantap', 'aplikasi', 'nya', 'belanja', 'jadi', 'gampang', 'murah', 'cepat']","['mantap', 'aplikasi', 'nya', 'belanja', 'gampang', 'murah', 'cepat']",mantap aplikasi nya belanja gampang murah cepat,Positif
2025-07-09 13:47:12,Pengguna Google,5,"saya tidak kecewa dgn pesanan saya, kuwalitas puas seperti y g saya inginkan. smoga lancar shopee",saya tidak kecewa dgn pesanan saya kuwalitas puas seperti y g saya inginkan smoga lancar shopee,saya tidak kecewa dgn pesanan saya kuwalitas puas seperti y g saya inginkan smoga lancar shopee,saya tidak kecewa dengan pesanan saya kuwalitas puas seperti ya tidak saya inginkan semoga lancar shopee,"['saya', 'tidak', 'kecewa', 'dengan', 'pesanan', 'saya', 'kuwalitas', 'puas', 'seperti', 'ya', 'tidak', 'saya', 'inginkan', 'semoga', 'lancar', 'shopee']","['kecewa', 'pesanan', 'kuwalitas', 'puas', 'ya', 'semoga', 'lancar', 'shopee']",kecewa pesan kuwalitas puas ya moga lancar shopee,positif
2025-07-09 13:44:31,Pengguna Google,5,sangat mmbantu kita yg tdk py ckup waktu untk keluar rumah..,sangat mmbantu kita yg tdk py ckup waktu untk keluar rumah,sangat mmbantu kita yg tdk py ckup waktu untk keluar rumah,sangat mmbantu kita yang tidak punya cukup waktu untuk keluar rumah,"['sangat', 'mmbantu', 'kita', 'yang', 'tidak', 'punya', 'cukup', 'waktu', 'untuk', 'keluar', 'rumah']","['mmbantu', 'rumah']",mmbantu rumah,positif
2025-07-09 13:44:20,Pengguna Google,5,aplikasi nya sngt bagus,aplikasi nya sngt bagus,aplikasi nya sngt bagus,aplikasi ya sangat bagus,"['aplikasi', 'ya', 'sangat', 'bagus']","['aplikasi', 'ya', 'bagus']",aplikasi ya bagus,Negatif
2025-07-09 13:42:11,Pengguna Google,5,selalu belanja online di sopi juara di hati🤩❣️,selalu belanja online di sopi juara di hati,selalu belanja online di sopi juara di hati,selalu belanja online di sopi juara di hati,"['selalu', 'belanja', 'online', 'di', 'sopi', 'juara', 'di', 'hati']","['belanja', 'online', 'sopi', 'juara', 'hati']",belanja online sopi juara hati,Positif
2025-07-09 13:40:05,Pengguna Google,5,"bagusss, nda bisa berkata kata",bagusss nda bisa berkata kata,bagusss nda bisa berkata kata,bagus indak bisa berkata kata,"['bagus', 'indak', 'bisa', 'berkata', 'kata']","['bagus', 'indak']",bagus indak,Negatif
2025-07-09 13:39:44,Pengguna Google,5,belanja semakin mudah dan murah.....sesuai dng harga......kurirnya jga ramah.....,belanja semakin mudah dan murahsesuai dng hargakurirnya jga ramah,belanja semakin mudah dan murahsesuai dng hargakurirnya jga ramah,belanja semakin mudah dan murahsesuai dengan hargakurirnya juga ramah,"['belanja', 'semakin', 'mudah', 'dan', 'murahsesuai', 'dengan', 'hargakurirnya', 'juga', 'ramah']","['belanja', 'mudah', 'murahsesuai', 'hargakurirnya', 'ramah']",belanja mudah murahsesuai hargakurirnya ramah,Positif
2025-07-09 13:38:43,Pengguna Google,5,Mantaaap..,Mantaaap,mantaaap,mantap,['mantap'],['mantap'],mantap,positif
2025-07-09 13:38:19,Pengguna Google,4,inii Sangatt baguss broo👍🏻👍🏻,inii Sangatt baguss broo,inii sangatt baguss broo,ini sangatt bagus broo,"['ini', 'sangatt', 'bagus', 'broo']","['sangatt', 'bagus', 'broo']",sangatt bagus broo,Negatif
2025-07-09 13:37:25,Pengguna Google,5,shopee the best👍,shopee the best,shopee the best,shopee the best,"['shopee', 'the', 'best']","['shopee', 'the', 'best']",shopee the best,Positif
2025-07-09 13:37:05,Pengguna Google,1,helooooo....saya tidak merasa pesan cod apa pun dishopee terus kenapa dikirim barang gak jelas...,helooooosaya tidak merasa pesan cod apa pun dishopee terus kenapa dikirim barang gak jelas,helooooosaya tidak merasa pesan cod apa pun dishopee terus kenapa dikirim barang gak jelas,helooooosaya tidak merasa pesan cod apa pun dishopee terus kenapa dikirim barang tidak jelas,"['helooooosaya', 'tidak', 'merasa', 'pesan', 'cod', 'apa', 'pun', 'dishopee', 'terus', 'kenapa', 'dikirim', 'barang', 'tidak', 'jelas']","['helooooosaya', 'pesan', 'cod', 'dishopee', 'dikirim', 'barang']",helooooosaya pesan cod dishopee kirim barang,positif
2025-07-09 13:36:45,Pengguna Google,3,YANG PALING MENYEBALKAN DARI APLIKASI SHOPEE SEKARANG ADALAH KETIKA BUKA APLIKASI LANGSUNG DI ARAHKAN KE LIVE.... SANGAT MENGGANGU,YANG PALING MENYEBALKAN DARI APLIKASI SHOPEE SEKARANG ADALAH KETIKA BUKA APLIKASI LANGSUNG DI ARAHKAN KE LIVE SANGAT MENGGANGU,yang paling menyebalkan dari aplikasi shopee sekarang adalah ketika buka aplikasi langsung di arahkan ke live sangat menggangu,yang paling menyebalkan dari aplikasi shopee sekarang adalah ketika buka aplikasi langsung di arahkan ke live sangat menggangu,"['yang', 'paling', 'menyebalkan', 'dari', 'aplikasi', 'shopee', 'sekarang', 'adalah', 'ketika', 'buka', 'aplikasi', 'langsung', 'di', 'arahkan', 'ke', 'live', 'sangat', 'menggangu']","['menyebalkan', 'aplikasi', 'shopee', 'buka', 'aplikasi', 'langsung', 'arahkan', 'live', 'menggangu']",sebal aplikasi shopee buka aplikasi langsung arah live menggangu,Negatif
2025-07-09 13:35:27,Pengguna Google,5,senang dan sangat mudah dan selalu memuaskan,senang dan sangat mudah dan selalu memuaskan,senang dan sangat mudah dan selalu memuaskan,senang dan sangat mudah dan selalu memuaskan,"['senang', 'dan', 'sangat', 'mudah', 'dan', 'selalu', 'memuaskan']","['senang', 'mudah', 'memuaskan']",senang mudah muas,positif
2025-07-09 13:35:11,Pengguna Google,5,Iklanya sangat mengganggu.,Iklanya sangat mengganggu,iklanya sangat mengganggu,iklanya sangat mengganggu,"['iklanya', 'sangat', 'mengganggu']","['iklanya', 'mengganggu']",iklanya ganggu,negatif
2025-07-09 13:34:03,Pengguna Google,5,"sampai nya agak terlambat ,",sampai nya agak terlambat ,sampai nya agak terlambat ,sampai ya agak terlambat,"['sampai', 'ya', 'agak', 'terlambat']","['ya', 'terlambat']",ya lambat,positif
2025-07-09 13:31:44,Pengguna Google,1,eh elu kalo gua lagi main jangan suka Muncul terus maksa download ni aplikasi,eh elu kalo gua lagi main jangan suka Muncul terus maksa download ni aplikasi,eh elu kalo gua lagi main jangan suka muncul terus maksa download ni aplikasi,eh lu kalau gua lagi main jangan suka muncul terus maksa download nih aplikasi,"['eh', 'lu', 'kalau', 'gua', 'lagi', 'main', 'jangan', 'suka', 'muncul', 'terus', 'maksa', 'download', 'nih', 'aplikasi']","['eh', 'lu', 'gua', 'main', 'suka', 'muncul', 'maksa', 'download', 'nih', 'aplikasi']",eh lu gua main suka muncul maksa download nih aplikasi,negatif
2025-07-09 13:29:43,Pengguna Google,5,kalau mnrut sy shoppe sangat luar biasa dan sangat cpat dlm pengriman dn jga blm prnah mngalami kegagalan dlm berbelnja...sukses sellu utk shoppe,kalau mnrut sy shoppe sangat luar biasa dan sangat cpat dlm pengriman dn jga blm prnah mngalami kegagalan dlm berbelnjasukses sellu utk shoppe,kalau mnrut sy shoppe sangat luar biasa dan sangat cpat dlm pengriman dn jga blm prnah mngalami kegagalan dlm berbelnjasukses sellu utk shoppe,kalau mnrut saya shoppe sangat luar biasa dan sangat cpat dalam pengriman dan juga belum pernah mngalami kegagalan dalam berbelnjasukses sellu untuk shoppe,"['kalau', 'mnrut', 'saya', 'shoppe', 'sangat', 'luar', 'biasa', 'dan', 'sangat', 'cpat', 'dalam', 'pengriman', 'dan', 'juga', 'belum', 'pernah', 'mngalami', 'kegagalan', 'dalam', 'berbelnjasukses', 'sellu', 'untuk', 'shoppe']","['mnrut', 'shoppe', 'cpat', 'pengriman', 'mngalami', 'kegagalan', 'berbelnjasukses', 'sellu', 'shoppe']",mnrut shoppe cpat rim mngalami gagal berbelnjasukses sellu shoppe,negatif
2025-07-09 13:29:11,Pengguna Google,5,apk yang sangat bagus,apk yang sangat bagus,apk yang sangat bagus,apk yang sangat bagus,"['apk', 'yang', 'sangat', 'bagus']","['apk', 'bagus']",apk bagus,Positif
2025-07-09 13:29:06,Pengguna Google,5,"terimakasih sumua nya,,,",terimakasih sumua nya,terimakasih sumua nya,terimakasih sumua ya,"['terimakasih', 'sumua', 'ya']","['terimakasih', 'sumua', 'ya']",terimakasih sumua ya,positif
2025-07-09 13:28:57,Pengguna Google,5,belanja di shopee sungguh memuaskan kurir nya ramah pengiriman nya tepat waktu barang yang di kirim dalam ke adaan aman sesuai pesanan,belanja di shopee sungguh memuaskan kurir nya ramah pengiriman nya tepat waktu barang yang di kirim dalam ke adaan aman sesuai pesanan,belanja di shopee sungguh memuaskan kurir nya ramah pengiriman nya tepat waktu barang yang di kirim dalam ke adaan aman sesuai pesanan,belanja di shopee sungguh memuaskan kurir ya ramah pengiriman ya tepat waktu barang yang di kirim dalam ke adaan aman sesuai pesanan,"['belanja', 'di', 'shopee', 'sungguh', 'memuaskan', 'kurir', 'ya', 'ramah', 'pengiriman', 'ya', 'tepat', 'waktu', 'barang', 'yang', 'di', 'kirim', 'dalam', 'ke', 'adaan', 'aman', 'sesuai', 'pesanan']","['belanja', 'shopee', 'sungguh', 'memuaskan', 'kurir', 'ya', 'ramah', 'pengiriman', 'ya', 'barang', 'kirim', 'adaan', 'aman', 'sesuai', 'pesanan']",belanja shopee sungguh muas kurir ya ramah kirim ya barang kirim ada aman sesuai pesan,positif
2025-07-09 13:27:50,Pengguna Google,2,setiap mau belanja gak bisa dapat COD CEK DULU atau pun COD padahal udah di update biasanya hanya beberapa toko ini ko semua toko,setiap mau belanja gak bisa dapat COD CEK DULU atau pun COD padahal udah di update biasanya hanya beberapa toko ini ko semua toko,setiap mau belanja gak bisa dapat cod cek dulu atau pun cod padahal udah di update biasanya hanya beberapa toko ini ko semua toko,setiap mau belanja tidak bisa dapat cod cek dulu atau pun cod padahal sudah di update biasanya hanya beberapa toko ini kok semua toko,"['setiap', 'mau', 'belanja', 'tidak', 'bisa', 'dapat', 'cod', 'cek', 'dulu', 'atau', 'pun', 'cod', 'padahal', 'sudah', 'di', 'update', 'biasanya', 'hanya', 'beberapa', 'toko', 'ini', 'kok', 'semua', 'toko']","['belanja', 'cod', 'cek', 'cod', 'update', 'toko', 'toko']",belanja cod cek cod update toko toko,negatif
2025-07-09 13:24:41,Pengguna Google,4,ada yang jujur adayang bohong,ada yang jujur adayang bohong,ada yang jujur adayang bohong,ada yang jujur adayang bohong,"['ada', 'yang', 'jujur', 'adayang', 'bohong']","['jujur', 'adayang', 'bohong']",jujur adayang bohong,negatif
2025-07-09 13:24:27,Pengguna Google,5,belanja mudah dan cepatt hanya di shopee,belanja mudah dan cepatt hanya di shopee,belanja mudah dan cepatt hanya di shopee,belanja mudah dan cepatt hanya di shopee,"['belanja', 'mudah', 'dan', 'cepatt', 'hanya', 'di', 'shopee']","['belanja', 'mudah', 'cepatt', 'shopee']",belanja mudah cepatt shopee,Negatif
2025-07-09 13:24:13,Pengguna Google,5,Toko mayoritas amanah.,Toko mayoritas amanah,toko mayoritas amanah,toko mayoritas amanah,"['toko', 'mayoritas', 'amanah']","['toko', 'mayoritas', 'amanah']",toko mayoritas amanah,positif
2025-07-09 13:22:23,Pengguna Google,5,Sangat mudah digunakan,Sangat mudah digunakan,sangat mudah digunakan,sangat mudah digunakan,"['sangat', 'mudah', 'digunakan']",['mudah'],mudah,Positif
2025-07-09 13:22:19,Pengguna Google,5,👍😎bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,Negatif
2025-07-09 13:22:07,Pengguna Google,5,"toko kepercayaan ku.selalu order dishoppe .love,love",toko kepercayaan kuselalu order dishoppe lovelove,toko kepercayaan kuselalu order dishoppe lovelove,toko kepercayaan kuselalu order dishoppe lovelove,"['toko', 'kepercayaan', 'kuselalu', 'order', 'dishoppe', 'lovelove']","['toko', 'kepercayaan', 'kuselalu', 'order', 'dishoppe', 'lovelove']",toko percaya selalu order dishoppe lovelove,positif
2025-07-09 13:21:01,Pengguna Google,5,semenjak ada shoopee udh GK perlu lagi kluyuran beli kesana kemari😂😂.. cocok buat orang yg mageran sprti saya ☺️,semenjak ada shoopee udh GK perlu lagi kluyuran beli kesana kemari cocok buat orang yg mageran sprti saya ,semenjak ada shoopee udh gk perlu lagi kluyuran beli kesana kemari cocok buat orang yg mageran sprti saya ,semenjak ada shoopee sudah tidak perlu lagi kluyuran beli kesana kemari cocok buat orang yang mageran seperti saya,"['semenjak', 'ada', 'shoopee', 'sudah', 'tidak', 'perlu', 'lagi', 'kluyuran', 'beli', 'kesana', 'kemari', 'cocok', 'buat', 'orang', 'yang', 'mageran', 'seperti', 'saya']","['semenjak', 'shoopee', 'kluyuran', 'beli', 'kesana', 'kemari', 'cocok', 'orang', 'mageran']",semenjak shoopee kluyuran beli kesana kemari cocok orang mageran,Positif
2025-07-09 13:20:47,Pengguna Google,5,barang sesuai yang di pesan. sesuai jatwal dan kurir baik dan sopan . Terima kasih 🙏👍,barang sesuai yang di pesan sesuai jatwal dan kurir baik dan sopan  Terima kasih ,barang sesuai yang di pesan sesuai jatwal dan kurir baik dan sopan  terima kasih ,barang sesuai yang di pesan sesuai jatwal dan kurir baik dan sopan terima kasih,"['barang', 'sesuai', 'yang', 'di', 'pesan', 'sesuai', 'jatwal', 'dan', 'kurir', 'baik', 'dan', 'sopan', 'terima', 'kasih']","['barang', 'sesuai', 'pesan', 'sesuai', 'jatwal', 'kurir', 'sopan', 'terima', 'kasih']",barang sesuai pesan sesuai jatwal kurir sopan terima kasih,positif
2025-07-09 13:20:38,Pengguna Google,5,Selalu belanjan di shopee Krn selain mudah juga murah dan aman,Selalu belanjan di shopee Krn selain mudah juga murah dan aman,selalu belanjan di shopee krn selain mudah juga murah dan aman,selalu belanjan di shopee karena selain mudah juga murah dan aman,"['selalu', 'belanjan', 'di', 'shopee', 'karena', 'selain', 'mudah', 'juga', 'murah', 'dan', 'aman']","['belanjan', 'shopee', 'mudah', 'murah', 'aman']",belanjan shopee mudah murah aman,Negatif
2025-07-09 13:20:22,Pengguna Google,4,"promosi barangnya bagus2 dan tidak tipu2, emang sebagian seller ada yg promosi asal asalan, pembelinya ,tau persis masalah pesanan sehingga kita ajukan komplen, barang tidak sesuai pesanan",promosi barangnya bagus dan tidak tipu emang sebagian seller ada yg promosi asal asalan pembelinya tau persis masalah pesanan sehingga kita ajukan komplen barang tidak sesuai pesanan,promosi barangnya bagus dan tidak tipu emang sebagian seller ada yg promosi asal asalan pembelinya tau persis masalah pesanan sehingga kita ajukan komplen barang tidak sesuai pesanan,promosi barangnya bagus dan tidak tipu memang sebagian seller ada yang promosi asal asalan pembelinya tau persis masalah pesanan sehingga kita ajukan komplen barang tidak sesuai pesanan,"['promosi', 'barangnya', 'bagus', 'dan', 'tidak', 'tipu', 'memang', 'sebagian', 'seller', 'ada', 'yang', 'promosi', 'asal', 'asalan', 'pembelinya', 'tau', 'persis', 'masalah', 'pesanan', 'sehingga', 'kita', 'ajukan', 'komplen', 'barang', 'tidak', 'sesuai', 'pesanan']","['promosi', 'barangnya', 'bagus', 'tipu', 'seller', 'promosi', 'asalan', 'pembelinya', 'tau', 'persis', 'pesanan', 'ajukan', 'komplen', 'barang', 'sesuai', 'pesanan']",promosi barang bagus tipu seller promosi asal bel tau persis pesan aju komplen barang sesuai pesan,negatif
2025-07-09 13:19:59,Pengguna Google,5,bagussss seru cantik,bagussss seru cantik,bagussss seru cantik,bagus seru cantik,"['bagus', 'seru', 'cantik']","['bagus', 'seru', 'cantik']",bagus seru cantik,Positif
2025-07-09 13:19:25,Pengguna Google,3,"sangat suka bisa jualan dan beli produk dengan mudah, tapi sekarang apk ini begitu maksa pas masuk langsung mutar video dan sulit untuk keluar, alias sekarang tambah fitur tambah lelet🙏",sangat suka bisa jualan dan beli produk dengan mudah tapi sekarang apk ini begitu maksa pas masuk langsung mutar video dan sulit untuk keluar alias sekarang tambah fitur tambah lelet,sangat suka bisa jualan dan beli produk dengan mudah tapi sekarang apk ini begitu maksa pas masuk langsung mutar video dan sulit untuk keluar alias sekarang tambah fitur tambah lelet,sangat suka bisa jualan dan beli produk dengan mudah tapi sekarang apk ini begitu maksa pas masuk langsung mutar video dan sulit untuk keluar alias sekarang tambah fitur tambah lelet,"['sangat', 'suka', 'bisa', 'jualan', 'dan', 'beli', 'produk', 'dengan', 'mudah', 'tapi', 'sekarang', 'apk', 'ini', 'begitu', 'maksa', 'pas', 'masuk', 'langsung', 'mutar', 'video', 'dan', 'sulit', 'untuk', 'keluar', 'alias', 'sekarang', 'tambah', 'fitur', 'tambah', 'lelet']","['suka', 'jualan', 'beli', 'produk', 'mudah', 'apk', 'maksa', 'pas', 'masuk', 'langsung', 'mutar', 'video', 'sulit', 'alias', 'fitur', 'lelet']",suka jual beli produk mudah apk maksa pas masuk langsung mutar video sulit alias fitur lelet,positif
2025-07-09 13:19:14,Pengguna Google,5,sebenarnya kurang puas karena harusnya tgl8 datang tgl9 harusnya dapatkan potongan 10rb tapi tau tau berubah waktunya,sebenarnya kurang puas karena harusnya tgl datang tgl harusnya dapatkan potongan rb tapi tau tau berubah waktunya,sebenarnya kurang puas karena harusnya tgl datang tgl harusnya dapatkan potongan rb tapi tau tau berubah waktunya,sebenarnya kurang puas karena harusnya tanggal datang tanggal harusnya dapatkan potongan ribu tapi tau tau berubah waktunya,"['sebenarnya', 'kurang', 'puas', 'karena', 'harusnya', 'tanggal', 'datang', 'tanggal', 'harusnya', 'dapatkan', 'potongan', 'ribu', 'tapi', 'tau', 'tau', 'berubah', 'waktunya']","['puas', 'tanggal', 'tanggal', 'dapatkan', 'potongan', 'ribu', 'tau', 'tau', 'berubah']",puas tanggal tanggal dapat potong ribu tau tau ubah,negatif
2025-07-09 13:19:01,Pengguna Google,5,pelayanan yang terpercaya,pelayanan yang terpercaya,pelayanan yang terpercaya,pelayanan yang terpercaya,"['pelayanan', 'yang', 'terpercaya']","['pelayanan', 'terpercaya']",layan percaya,positif
2025-07-09 13:18:17,Pengguna Google,4,metode pembayaran blum lengkap susah klo pke dana suka ribet,metode pembayaran blum lengkap susah klo pke dana suka ribet,metode pembayaran blum lengkap susah klo pke dana suka ribet,metode pembayaran belum lengkap susah kalau pakai dana suka ribet,"['metode', 'pembayaran', 'belum', 'lengkap', 'susah', 'kalau', 'pakai', 'dana', 'suka', 'ribet']","['metode', 'pembayaran', 'lengkap', 'susah', 'pakai', 'dana', 'suka', 'ribet']",metode bayar lengkap susah pakai dana suka ribet,negatif
2025-07-09 13:17:46,Pengguna Google,5,Shopee emang mantapsss,Shopee emang mantapsss,shopee emang mantapsss,shopee memang mantapsss,"['shopee', 'memang', 'mantapsss']","['shopee', 'mantapsss']",shopee mantapsss,Negatif
